#    X        Y           F606W     F814W
#    ACS/WFC-pixel            ACS/WFC  
  1609.026  1409.783      26.280    24.754
  1598.948  1415.994      24.793    23.344
  1604.647  1465.904      25.643    24.140
  1602.898  1558.564      27.512    25.641
  1595.044  1565.366      23.093    21.630
  1595.998  1602.061      24.762    23.222
  1598.833  1609.050      25.591    22.939
  1594.744  1628.185      27.657    25.608
  1606.322  1646.627      26.196    24.335
  1593.168  1672.784      26.960    25.228
  1606.726  1680.225      27.865    24.978
  1600.327  1703.993      25.929    24.799
  1601.795  1719.195      23.876    22.437
  1588.717  1746.608      25.736    24.078
  1597.482  1747.704      27.043    25.372
  1588.527  1781.089      25.288    23.744
  1611.691  1788.084      25.912    24.300
  1591.307  1901.667      26.466    24.840
  1602.722  1911.827      27.229    25.304
  1592.412  1916.687      27.443    25.799
  1597.291  1950.556      27.107    25.001
  1596.012  1966.159      27.835    26.166
  1616.256  1045.086      27.652    26.336
  1626.846  1087.658      26.230    23.716
  1632.505  1179.950      29.546    26.201
  1631.638  1200.032      26.322    24.770
  1624.524  1273.292      25.449    24.025
  1632.365  1274.118      27.256    25.801
  1629.399  1311.390      24.558    23.076
  1629.749  1344.614      24.261    22.754
  1617.579  1489.936      27.462    25.612
  1630.874  1503.643      25.444    23.979
  1635.562  1512.904      25.671    24.311
  1617.858  1535.748      27.000    25.021
  1631.111  1595.414      26.223    24.863
  1620.592  1706.602      26.662    24.957
  1624.572  1703.566      26.478    24.938
  1613.513  1714.336      26.343    24.499
  1621.544  1736.511      27.078    26.780
  1637.812  1768.194      25.955    24.212
  1618.213  1825.581      28.677    25.521
  1618.288  1890.832      26.657    25.005
  1616.551  1918.846      25.874    24.287
  1623.681  1926.098      23.994    22.633
  1627.039  1916.283      25.455    23.970
  1615.151  1944.067      25.694    24.197
  1622.123  1950.489      23.731    22.368
  1647.438  1246.407      26.190    24.331
  1639.007  1274.086      26.924    24.977
  1650.717  1419.255      27.573    26.163
  1647.973  1485.466      27.813    25.506
  1642.054  1537.892      27.082    26.059
  1648.381  1559.273      26.036    24.356
  1659.205  1554.574      25.783    24.303
  1649.491  1568.345      26.833    25.355
  1653.179  1584.686      26.483    25.278
  1659.574  1613.745      27.344    25.170
  1640.557  1717.151      24.879    23.376
  1642.416  1754.570      29.419    25.283
  1642.791  1781.534      27.416    25.487
  1638.893  1807.707      25.541    24.182
  1646.937  1809.431      23.743    22.380
  1650.630  1798.888      27.103    26.443
  1662.630  1792.807      26.111    24.452
  1649.980  1821.139      27.208    25.518
  1662.126  1851.532      27.347    25.966
  1651.203  1905.037      24.476    22.988
  1654.218  1930.337      27.469    25.346
  1648.669  1953.443      26.920    25.179
  1650.693  1961.741      27.115    24.417
  1646.710  1967.125      27.467    25.502
  1678.048  1079.994      29.229    26.010
  1671.880  1112.672      24.416    22.838
  1670.268  1112.727      26.169    24.380
  1676.401  1135.289      22.632    20.956
  1673.953  1185.654      24.328    22.895
  1685.206  1165.256      25.514    23.914
  1664.509  1266.086      29.096    27.037
  1667.598  1290.587      25.760    24.216
  1663.589  1409.625      23.111    21.548
  1666.304  1394.808      25.505    24.109
  1682.077  1459.554      27.648    25.447
  1665.597  1476.877      26.204    24.593
  1668.243  1531.500      27.060    23.381
  1674.527  1519.291      26.208    25.074
  1671.557  1581.916      27.538    25.731
  1684.468  1578.135      25.328    23.753
  1685.032  1663.314      26.982    26.273
  1683.949  1779.251      27.219    25.154
  1672.207  1794.862      25.427    23.900
  1686.253  1831.407      26.299    23.473
  1674.125  1845.405      23.785    22.373
  1688.109  1880.055      28.801    25.930
  1679.099  1934.224      24.975    23.491
  1685.142  1928.194      25.603    23.212
  1663.542  1979.163      26.646    25.097
  1710.198  1005.041      26.571    24.684
  1709.929  1029.158      25.410    23.781
  1699.147  1059.424      27.342    23.813
  1699.916  1044.424      25.081    23.732
  1689.525  1076.131      26.322    25.134
  1693.797  1077.134      26.930    25.400
  1700.266  1122.421      25.745    24.092
  1700.686  1180.348      27.705    25.367
  1691.745  1205.999      24.981    23.375
  1692.601  1241.089      27.596    25.704
  1694.141  1285.555      23.849    22.328
  1695.060  1274.191      27.437    25.184
  1692.550  1286.427      26.857    24.993
  1701.399  1298.926      24.180    22.693
  1707.119  1297.292      26.916    25.110
  1708.376  1311.990      23.981    22.525
  1691.350  1402.889      21.989    20.370
  1698.360  1408.279      20.801    19.297
  1704.847  1440.962      25.447    23.859
  1705.923  1470.534      26.564    25.119
  1695.376  1512.446      25.876    24.198
  1705.588  1537.466      25.813    24.578
  1704.006  1562.277      24.760    23.318
  1708.702  1599.277      24.120    22.755
  1702.460  1617.287      23.846    22.407
  1705.796  1633.103      27.154    25.904
  1713.063  1701.412      27.587    26.039
  1705.038  1722.666      24.496    23.086
  1699.072  1741.939      26.662    25.623
  1702.361  1761.634      27.254    24.882
  1688.573  1783.377      25.345    23.993
  1692.814  1832.236      27.150    25.214
  1696.805  1863.972      26.670    25.820
  1693.389  1902.465      24.491    23.035
  1707.102  1897.893      25.913    24.454
  1704.501  1913.917      19.061    17.479
  1696.835  1962.439      26.838    24.964
  1692.041  1969.631      25.797    24.247
  1704.789  1971.858      27.221    26.048
  1720.412  1049.052      26.637    25.368
  1723.202  1079.304      25.584    23.555
  1718.961  1169.773      26.054    24.641
  1715.266  1207.496      26.595    24.406
  1715.836  1192.332      23.182    21.684
  1733.226  1210.810      26.463    24.790
  1724.967  1219.489      26.876    27.870
  1734.386  1255.068      26.135    24.881
  1713.652  1282.621      25.163    23.700
  1717.476  1278.130      27.488    25.410
  1723.166  1280.328      26.874    25.021
  1713.345  1408.967      22.733    21.114
  1737.446  1409.780      28.168    26.351
  1717.916  1432.877      23.988    22.528
  1736.476  1418.057      27.710    25.184
  1723.640  1438.935      25.231    23.641
  1716.652  1623.160      25.946    24.384
  1736.921  1641.953      30.736    25.674
  1716.309  1666.265      24.968    23.545
  1722.789  1697.850      23.937    22.559
  1718.048  1757.781      25.772    24.200
  1717.684  1755.610      27.523    26.250
  1727.736  1768.645      22.977    21.516
  1734.261  1773.785      26.953    25.215
  1715.997  1804.937      26.482    25.201
  1724.044  1791.010      27.409    25.627
  1729.792  1790.789      26.371    24.775
  1730.829  1792.737      27.752    25.779
  1721.092  1871.198      26.978    26.245
  1726.870  1870.996      27.395    25.614
  1714.898  1982.100      27.531    25.645
  1755.679  1062.478      19.371    17.754
  1747.645  1178.536      25.821    24.197
  1742.045  1212.492      24.961    23.435
  1738.235  1468.046      24.279    22.854
  1755.250  1463.407      26.527    24.523
  1759.045  1475.014      26.188    24.511
  1742.988  1493.504      26.659    24.885
  1743.667  1509.531      24.620    23.147
  1757.853  1498.918      26.765    25.989
  1745.442  1529.004      28.409    25.632
  1749.191  1541.205      27.470    25.941
  1746.542  1572.856      24.823    23.250
  1751.764  1683.598      26.424    24.805
  1761.973  1702.080      25.717    24.062
  1753.360  1717.958      26.262    25.004
  1749.688  1746.804      25.128    23.592
  1740.960  1856.714      20.251    18.650
  1748.465  1841.155      24.929    23.444
  1758.926  1882.518      24.790    23.457
  1743.810  1910.623      25.409    23.843
  1746.109  1945.205      25.570    24.279
  1747.917  1954.892      26.415    24.460
  1756.827  1968.960      26.567    25.281
  1766.886  1030.496      28.599    26.373
  1777.928  1072.859      24.896    23.211
  1764.510  1103.241      27.549    25.511
  1776.098  1101.229      27.672    25.027
  1764.711  1233.107      28.936    27.009
  1767.950  1252.677      27.925    25.669
  1781.546  1297.391      27.029    25.930
  1780.015  1325.313      25.314    23.697
  1780.314  1313.315      27.663    25.612
  1783.132  1381.974      24.538    22.948
  1780.493  1399.690      27.439    25.525
  1782.065  1408.662      25.648    23.962
  1764.747  1434.036      25.956    24.154
  1769.393  1423.167      28.180    25.610
  1779.131  1460.298      26.435    24.839
  1773.820  1478.442      26.134    24.667
  1785.693  1463.029      26.119    24.288
  1774.505  1505.749      27.328    26.860
  1783.071  1528.907      26.721    25.277
  1769.305  1601.018      26.479    24.762
  1787.010  1610.268      26.143    24.778
  1766.985  1615.564      27.561    26.566
  1767.455  1634.487      25.962    24.864
  1782.970  1631.926      24.784    23.387
  1774.197  1669.800      24.011    22.581
  1779.336  1750.748      24.959    23.487
  1766.181  1804.960      27.526    25.752
  1779.224  1802.618      26.934    25.532
  1771.227  1812.143      27.224    26.004
  1780.927  1817.477      25.092    23.537
  1780.880  1836.992      24.999    23.593
  1785.063  1882.648      27.231    25.425
  1787.437  1870.455      27.619    25.805
  1773.245  1908.122      23.657    22.211
  1766.339  1987.556      26.346    24.669
  1775.395  1984.383      25.265    23.698
  1795.696  1048.700      26.182    24.894
  1793.295  1165.875      26.221    25.940
  1799.389  1175.621      26.510    24.719
  1794.576  1198.862      27.787    25.799
  1807.969  1198.932      25.910    24.428
  1808.103  1316.707      26.731    26.149
  1798.812  1370.914      26.849    25.114
  1792.008  1412.069      25.471    24.039
  1797.329  1416.245      29.338    25.907
  1800.575  1464.174      26.762    24.963
  1803.550  1503.482      27.706    25.409
  1790.587  1551.442      25.541    23.892
  1795.505  1556.167      24.809    23.313
  1801.414  1548.803      26.642    24.791
  1795.400  1650.779      27.256    25.429
  1804.818  1642.489      29.268    26.575
  1790.933  1682.417      27.407    25.854
  1797.212  1668.564      28.048    25.440
  1792.200  1757.604      28.520    26.010
  1797.206  1844.974      26.577    24.928
  1800.189  1871.904      25.167    23.558
  1792.904  1889.552      26.815    25.155
  1797.576  1918.708      26.427    25.107
  1800.908  1942.829      27.301    25.431
  1819.321   993.419      25.277    23.658
  1817.944  1254.969      25.251    23.738
  1815.307  1293.575      27.016    25.813
  1834.323  1358.365      26.694    25.237
  1814.959  1434.022      29.005    26.257
  1816.802  1495.073      28.491    25.346
  1825.958  1513.417      26.617    26.080
  1835.323  1527.045      27.629    27.355
  1835.578  1546.922      26.251    24.679
  1819.362  1615.646      27.056    24.727
  1825.392  1653.806      25.036    23.609
  1817.204  1686.689      26.092    24.448
  1824.402  1697.214      25.352    24.035
  1831.542  1722.003      25.150    23.658
  1827.779  1741.431      23.319    21.902
  1830.547  1746.856      23.697    22.325
  1820.809  1774.819      27.618    25.349
  1825.479  1770.520      24.157    22.726
  1820.623  1801.710      25.075    23.558
  1822.200  1806.584      26.142    24.589
  1823.723  1824.109      25.744    24.189
  1813.082  1875.658      24.883    23.362
  1836.242  1893.328      25.768    24.293
  1836.907  1904.901      24.376    22.971
  1829.264  1926.717      25.525    24.044
  1837.164  1972.800      24.272    22.870
  1854.295  1008.619      25.834    24.574
  1850.918  1126.230      26.419    24.587
