#    X         Y         F606W       rms      N     F814W      rms       N        RA               DEC               flag  
#
  4667.574  2945.935     29.6961    9.900     1     29.4541    0.396     2     43.93335692120    -54.11260607354        0
  4697.545  2739.565     28.4551    0.081     2     28.3841    9.900     1     43.93407030206    -54.11547236894        1
  4701.447  2787.734     29.4271    9.900     1     33.0021    9.900     1     43.93416197723    -54.11480334069        0
  4696.902  2799.410     31.0721    9.900     1     30.1591    9.900     1     43.93405410526    -54.11464117244        1
  4693.595  2831.204     30.4221    1.080     3     29.1031    9.900     1     43.93397524287    -54.11419958166        0
  4691.986  2883.109     30.1651    9.900     1     30.1011    9.900     1     43.93393628924    -54.11347866542        1
  4689.688  2889.852     30.1041    9.900     1     29.6981    2.023     2     43.93388173667    -54.11338501161        1
  4707.092  2899.619     29.5261    3.017     2     30.9191    9.900     1     43.93429391621    -54.11324935019        0
  4689.908  2929.394     26.4041    9.900     1     25.5211    0.040     3     43.93388631556    -54.11283580641        1
  4727.045  2825.052     27.2331    1.374     2     26.7231    0.323     3     43.93476785956    -54.11428501622        0
  4731.638  2869.634     29.4371    0.754     2     29.0681    3.314     2     43.93487595083    -54.11366580815        0
  4731.386  2873.241     33.9021    9.900     1     30.1021    9.900     1     43.93486992142    -54.11361571004        1
  4737.771  2871.773     30.1311    9.900     1     28.6481    0.796     3     43.93502122039    -54.11363609712        0
  4716.050  2918.131     29.4201    1.083     2     29.3401    9.900     1     43.93450584899    -54.11299223098        0
  4737.696  2973.303     28.7801    9.900     1     27.5381    9.900     1     43.93501777870    -54.11222593083        1
  4743.244  2806.438     28.5251    9.900     1     27.7871    0.689     2     43.93515196228    -54.11454354344        0
  4761.724  2831.827     29.4271    9.900     1     29.1131    1.940     2     43.93558938335    -54.11419090520        0
  4741.902  2845.223     30.4991    9.900     1     28.9761    0.954     2     43.93511952930    -54.11400485287        0
  4740.994  2884.177     33.9021    9.900     1     33.0021    2.031     2     43.93509737677    -54.11346381488        0
  4739.307  2968.078     33.9021    9.900     1     31.2181    9.900     1     43.93505603135    -54.11229850113        0
  4777.726  2747.548     33.9021    9.900     1     28.4391    3.117     2     43.93596992056    -54.11536146411        0
  4770.406  2793.576     33.9021    9.900     1     28.9191    9.900     1     43.93579571935    -54.11472217643        0
  4773.357  2828.881     29.8181    9.900     1     33.0021    9.900     1     43.93586504806    -54.11423181865        1
  4772.269  2865.466     30.0191    9.900     1     28.4731    9.900     1     43.93583866057    -54.11372368414        0
  4784.507  2872.634     30.1201    0.005     3     28.6341    1.543     2     43.93612848666    -54.11362412243        0
  4777.901  2938.525     27.4051    9.900     1     28.6441    3.642     2     43.93597087429    -54.11270895413        0
  4781.770  2969.301     29.5561    9.900     1     33.0021    9.900     1     43.93606202215    -54.11228150003        0
  4792.134  2738.982     29.2571    9.900     1     30.6591    9.900     1     43.93631143680    -54.11548043368        0
  4809.371  2787.058     30.6721    9.900     1     29.0921    1.715     2     43.93671902241    -54.11481269252        0
  4803.288  2794.313     27.1451    0.038     2     26.6831    0.265     3     43.93657477565    -54.11471192877        0
  4803.094  2793.333     28.2321    9.900     1     28.1501    9.900     1     43.93657019582    -54.11472554021        0
  4811.306  2874.584     29.5431    9.900     1     30.3211    9.900     1     43.93676338180    -54.11359702932        0
  4789.912  2961.896     30.1531    1.355     2     32.4011    0.267     2     43.93625504258    -54.11238434645        1
  4825.299  2759.779     30.2071    9.900     1     29.7041    0.713     2     43.93709686950    -54.11519156939        1
  4831.622  2752.962     29.1121    0.445     3     28.5821    9.900     1     43.93724679806    -54.11528624960        1
  4831.254  2825.425     29.3211    9.900     1     29.0371    0.421     2     43.93723683685    -54.11427979960        0
  4814.436  2862.756     30.8731    0.028     2     33.0021    9.900     1     43.93683773961    -54.11376130921        0
  4824.504  2841.299     30.3641    9.900     1     28.8991    9.900     1     43.93707664047    -54.11405932542        1
  4825.443  2861.090     28.8751    9.900     1     28.7121    9.900     1     43.93709854940    -54.11378444475        0
  4833.234  2901.300     29.8181    0.929     2     29.7281    9.900     1     43.93728244650    -54.11322595898        1
  4817.616  2932.995     29.7741    0.261     2     29.7431    0.111     2     43.93691188489    -54.11278574747        0
  4827.130  2939.874     31.0451    9.900     1     29.5301    9.900     1     43.93713717060    -54.11269020066        0
  4850.397  2776.626     29.7621    1.632     2     28.0751    9.900     1     43.93769122840    -54.11495757006        0
  4858.235  2791.361     29.8391    9.900     1     33.0021    9.900     1     43.93787667839    -54.11475291060        1
  4846.892  2862.141     29.6481    9.900     1     31.2141    0.222     2     43.93760670801    -54.11376983984        1
  4843.110  2936.634     29.5001    2.162     2     28.5991    1.381     2     43.93751581985    -54.11273519602        1
  4848.884  2924.463     33.9021    0.360     2     29.3841    0.885     3     43.93765282620    -54.11290423898        0
  4865.576  2866.863     30.4331    9.900     1     28.3711    1.498     2     43.93804929310    -54.11370424878        0
  4867.841  2948.860     26.7851    0.389     4     26.2101    0.018     3     43.93810152691    -54.11256537863        0
  4872.646  2974.202     26.7761    9.900     1     30.6611    9.900     1     43.93821492254    -54.11221339790        0
   796.786  3008.726     30.1621    9.900     1     29.8731    1.340     2     43.84165247842    -54.11173529531        0
   800.101  3011.933     33.9021    2.444     2     33.0021    9.900     1     43.84173106226    -54.11169075164        1
   809.185  3044.955     30.9111    9.900     1     32.1981    9.900     1     43.84194676074    -54.11123210069        0
   795.574  3078.835     33.9021    9.900     1     29.0971    0.921     3     43.84162480886    -54.11076154068        1
   799.739  3111.854     26.1531    9.900     1     25.5611    0.134     3     43.84172397086    -54.11030293310        1
   815.799  2999.518     29.8681    9.900     1     29.1551    9.900     1     43.84210278275    -54.11186318013        0
   834.889  3055.487     24.3965    0.014     4     23.9301    0.016     2     43.84255586445    -54.11108581120        1
   836.992  3071.748     29.8591    9.900     1     28.9481    0.395     2     43.84260592300    -54.11085995886        1
   813.233  3103.834     29.4381    0.239     2     28.8071    9.900     1     43.84204352999    -54.11041431950        1
   836.451  3100.473     30.1761    0.405     2     28.8471    9.900     1     43.84259352482    -54.11046099295        0
   819.447  3155.865     30.5671    9.900     1     30.1401    9.900     1     43.84219150714    -54.10969165052        1
   837.091  3168.032     24.6199    0.065     4     24.1161    0.049     4     43.84260967050    -54.10952265503        1
   828.102  3219.391     27.8671    0.222     3     25.9541    9.900     1     43.84239747358    -54.10880932482        1
   832.399  3218.088     30.9071    9.900     1     29.2231    3.535     2     43.84249924828    -54.10882742091        0
   846.864  3042.268     29.4991    9.900     1     29.4631    0.009     2     43.84283937014    -54.11126940786        0
   855.216  3052.545     29.9331    9.900     1     28.9111    0.279     2     43.84303738466    -54.11112666609        1
   860.168  3089.363     29.6351    0.178     3     29.3071    9.900     1     43.84315523099    -54.11061529332        0
   839.242  3119.267     30.6461    4.382     2     28.6651    0.777     2     43.84265991817    -54.11019995913        1
   839.287  3135.431     29.2201    9.900     1     29.9861    9.900     1     43.84266121934    -54.10997545475        0
   856.827  3150.143     29.6431    9.900     1     28.8021    9.900     1     43.84307695655    -54.10977111139        0
   846.002  3235.991     29.6801    9.900     1     29.4451    9.900     1     43.84282175593    -54.10857875860        0
   852.923  3233.324     30.4811    9.900     1     29.0091    0.589     3     43.84298567145    -54.10861579860        1
   868.240  3005.233     33.9021    9.900     1     29.0741    0.544     2     43.84334525644    -54.11178378548        0
   870.982  3055.639     30.6041    9.900     1     33.0021    9.900     1     43.84341093820    -54.11108368759        0
   875.199  3075.902     30.3371    1.055     2     33.0021    9.900     1     43.84351113121    -54.11080225010        1
   865.824  3091.382     30.9671    9.900     1     28.7791    9.900     1     43.84328925350    -54.11058724916        0
   885.224  3122.929     33.9021    9.900     1     29.2571    9.900     1     43.84374929660    -54.11014908116        0
   876.457  3142.321     30.3851    1.443     2     28.6221    9.900     1     43.84354188050    -54.10987974562        1
   885.651  3148.708     29.5651    9.900     1     30.1061    9.900     1     43.84375977780    -54.10979103238        0
   864.970  3167.859     33.9021    9.900     1     33.0021    9.900     1     43.84327011858    -54.10952504824        0
   865.847  3220.594     30.0941    9.900     1     29.2151    9.900     1     43.84329165048    -54.10879260313        0
   868.490  3224.248     29.8531    9.900     1     29.2811    9.900     1     43.84335431407    -54.10874185123        0
   876.208  3233.949     30.2501    9.900     1     33.0021    9.900     1     43.84353728747    -54.10860710984        0
   894.038  3000.867     30.0391    1.716     2     29.0691    1.841     2     43.84395638004    -54.11184441665        0
   904.347  3001.209     25.6791    0.045     3     25.0851    0.117     4     43.84420061763    -54.11183966300        1
   912.101  3008.620     30.4121    9.900     1     28.7511    9.900     1     43.84438442286    -54.11173672776        0
   887.442  3047.453     29.1181    1.549     2     29.3221    9.900     1     43.84380077259    -54.11119737856        0
   888.936  3042.840     32.1271    9.900     1     28.5651    0.100     3     43.84383610144    -54.11126144874        0
   897.907  3063.504     29.7291    1.063     2     28.8521    0.743     2     43.84404892335    -54.11097444006        0
   900.406  3112.581     32.6061    9.900     1     29.2181    9.900     1     43.84410881651    -54.11029280094        0
